계급,직렬,지역,부대,임용예정일
9급,기체,경기 포천,5군단,22.5.1.
9급,기체,경기 양주,1군수지원사령부(양주),22.5.1.
9급,기체,경기 양주,1군단(양주),22.5.1.
9급,기체,경기 양주,1군단(양주),22.5.1.
9급,기체,경기 양주,1군단(양주),22.5.1.
9급,기체,강원 인제,3군수지원여단,22.5.1.
9급,기체,경기 이천,1항공여단,22.5.1.
9급,병리 ,경기 연천,5사단,22.5.1.
9급,시설,충남 논산,육군훈련소,22.5.1.
9급,시설,강원 홍천,3기갑여단,22.5.1.
9급,용접 ,충남 논산,육군훈련소,22.5.1.
9급,유도무기 ,전남 광주,31사단,22.5.1.
9급,유도무기 ,강원 철원,3사단,22.5.1.
9급,의공,경북 영천,3사관학교,22.5.1.
9급,전차,경기 의정부,동원전력사(의정부),22.5.1.
9급,전차,경기 포천,5군수지원여단(포천),22.5.1.
9급,전차,전남 장성,5군수지원사령부(장성),22.5.1.
9급,전차,경남 창원,종합정비창,22.5.1.
9급,전차,경남 창원,종합정비창,22.5.1.
9급,전차,강원 인제,3군수지원여단,22.5.1.
9급,전차,강원 영월,미사일사(영월),22.5.1.
9급,전차,경남 창원,종합정비창,22.5.1.
9급,전차,경기 남양주,동원전력사(남양주),22.5.1.
9급,전차,경남 창녕,미사일사(창녕),22.5.1.
9급,전차,전남 담양,미사일사(담양),22.5.1.
9급,전차,강원 인제,3군수지원여단,22.5.1.
9급,전차,경기 의정부,동원전력사(의정부),22.5.1.
9급,전차,강원 인제,3군수지원여단,22.5.1.
9급,전차,경기 여주,미사일사(여주),22.5.1.
9급,전차,강원 홍천,11사단,22.5.1.
9급,전차,경남 창원,종합정비창,22.5.1.
9급,전차,전남 장성,기계화학교,22.5.1.
9급,전차,경기 양평,미사일사(양평),22.5.1.
9급,전차,경기 안성,미사일사(안성),22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,경기 양주,1군수지원사령부(양주),22.5.1.
9급,차량,인천,종합보급창(인천),22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,강원 인제,3군수지원여단,22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,경기 양주,1군수지원사령부(양주),22.5.1.
9급,차량,경기 용인,지상작전사령부,22.5.1.
9급,차량,강원 홍천,종합군수학교,22.5.1.
9급,차량,경기 여주,미사일사(여주),22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,경기 양주,1군수지원사령부(양주),22.5.1.
9급,차량,강원 강릉,1군수지원사령부(강릉),22.5.1.
9급,차량,전북 순창,미사일사(순창),22.5.1.
9급,차량,강원 인제,3군수지원여단,22.5.1.
9급,차량,충남 태안,미사일사(태안),22.5.1.
9급,차량,충북 음성,미사일사(음성),22.5.1.
9급,차량,충남 논산,육군훈련소,22.5.1.
9급,차량,강원 인제,3군수지원여단,22.5.1.
9급,차량,강원 인제,3군수지원여단,22.5.1.
9급,차량,경남 사천,미사일사(사천),22.5.1.
9급,차량,충남 논산,육군훈련소,22.5.1.
9급,차량,충북 단양,미사일사(단양),22.5.1.
9급,차량,경남 진주,미사일사(진주),22.5.1.
9급,차량,세종,종합보급창,22.5.1.
9급,차량,강원 원주,1군수지원사령부,22.5.1.
9급,차량,충남 논산,육군훈련소,22.5.1.
9급,차량,경기 안성,미사일사(안성),22.5.1.
9급,차량,강원 강릉,1군수지원사령부(강릉),22.5.1.
9급,차량,강원 원주,미사일사령부,22.5.1.
9급,차량,강원 인제,3군수지원여단,22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,충남 논산,육군훈련소,22.5.1.
9급,차량,강원 원주,1군수지원사령부,22.5.1.
9급,차량,강원 원주,미사일사령부,22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,강원 홍천,3군수지원여단,22.5.1.
9급,차량,부산,종합보급창(부산),22.5.1.
9급,차량,서울,육군사관학교,22.5.1.
9급,통신,경기 용인,지상작전사령부,22.5.1.
9급,항공기관,강원 인제,3군수지원여단,22.5.1.
9급,항공기관,경기 양주,1군단(양주),22.5.1.
9급,항공기관,경기 하남,수도군단(하남),22.5.1.
9급,항공기관,경기 양주,1군단(양주),22.5.1.
9급,항공기관,경기 양주,1군단(양주),22.5.1.
9급,항공기관,경기 양주,1군단(양주),22.5.1.
9급,항공기관,경기 하남,수도군단(하남),22.5.1.
9급,항공기관,경기 양주,1군수지원사령부(양주),22.5.1.
9급,항공기관,경기 하남,수도군단(하남),22.5.1.
9급,항공기관,충남 논산,항공학교,22.5.1.
9급,항공기관,전북 전주,2작전사령부(전주),22.5.1.
9급,행정,경기 용인,55사단,22.5.1.
9급,행정,대구,2작전사령부,22.5.1.
9급,행정,경기 포천,5군단,22.5.1.
9급,행정,경기 포천,5군단,22.5.1.
9급,행정,인천,종합보급창(인천),22.5.1.
9급,행정,경기 양평,2사단,22.5.1.
9급,행정,경기 포천,5군단,22.5.1.
9급,행정,강원 인제,3군단,22.5.1.
9급,행정,강원 원주,1군수지원사령부,22.5.1.
9급,행정,경기 이천,7군단,22.5.1.
9급,행정,서울,수도방위사령부,22.5.1.
9급,행정,강원 화천,2군단,22.5.1.
9급,행정,서울,동원전력사(서울),22.5.1.
9급,행정,서울,동원전력사(서울),22.5.1.
9급,행정,강원 춘천,2군단,22.5.1.
9급,행정,경기 고양,1군단,22.5.1.
9급,행정,경기 이천,7군단,22.5.1.
9급,행정,경기 이천,정보학교,22.5.1.
9급,행정,경기 이천,특수전사령부,22.5.1.
9급,행정,경기 광주,55사단(경기 광주),22.5.1.
9급,행정,강원 인제,3군단,22.5.1.
9급,행정,경기 남양주,7군단(남양주),22.5.1.
9급,행정,강원 춘천,2군단,22.5.1.
9급,행정,강원 인제,3군단,22.5.1.
9급,행정,강원 원주,미사일사령부,22.5.1.
9급,행정,충남 계룡,미래혁신연구센터,22.5.1.
9급,행정,충북 증평,동원전력사(증평),22.5.1.
9급,행정,강원 양양,102기갑여단,22.5.1.
9급,행정,강원 화천,2군단,22.5.1.
9급,행정,전남 장성,기계화학교,22.5.1.
9급,행정,전남 광주,31사단,22.5.1.
9급,행정,충남 계룡,인사사령부,22.5.1.
9급,행정,대전,종합군수학교,22.5.1.
9급,행정,강원 인제,3군단,22.5.1.
9급,행정,대구,2작전사령부,22.5.1.
9급,행정,강원 인제,3군단,22.5.1.
9급,행정,강원 원주,미사일사령부,22.5.1.
9급,행정,경기 가평,수기사단,22.5.1.
9급,행정,강원 영월,36사단(영월),22.5.1.
9급,행정,경기 의정부,5군수지원여단,22.5.1.
9급,행정,충남 계룡,육군수사단,22.5.1.
9급,행정,충북 증평,동원전력사(증평),22.5.1.
9급,행정,경기 포천,5군단,22.5.1.
9급,행정,경기 포천,5군단,22.5.1.
9급,행정,강원 원주,1군수지원사령부,22.5.1.
9급,행정,강원 화천,2군단,22.5.1.
9급,행정,경남 창녕,39사단(창녕),22.5.1.
9급,행정,전남 장성,상무대근무지원단,22.5.1.
9급,행정,전남 담양,미사일사(담양),22.5.1.
9급,행정,충북 옥천,37사단(옥천),22.5.1.
9급,행정,전남 무안,31사단(무안),22.5.1.
9급,군사정보,세종,32사단,22.7.1.
9급,군수,양주,지상작전사령부(양주),22.7.1.
9급,군수,양주,8사단,22.7.1.
9급,군수,인제,3군수지원여단,22.7.1.
9급,군수,홍천,11사단,22.7.1.
9급,군수,인제,3군수지원여단,22.7.1.
9급,군수,인제,3군수지원여단,22.7.1.
9급,군수,인제,3군수지원여단,22.7.1.
9급,군수,인제,3군수지원여단,22.7.1.
9급,기체,양평,항공사령부(양평),22.7.1.
9급,기체,하남,수도군단(하남),22.7.1.
9급,기체,음성,특수전사령부(음성),22.7.1.
9급,기체,용인,7군단(용인),22.7.1.
9급,기체,파주,1군단(파주),22.7.1.
9급,용접 ,세종,종합보급창,22.7.1.
9급,용접 ,양주,1군수지원사령부(양주),22.7.1.
9급,용접 ,춘천,2군수지원여단,22.7.1.
9급,유도무기 ,연천,5사단,22.7.1.
9급,전기,양평,11사단(홍천),22.7.1.
9급,전산,가평,수도기계화보병사단,22.7.1.
9급,전자,서울,수도방위사령부,22.7.1.
9급,전차,장성,기계화학교,22.7.1.
9급,전차,파주,2기갑여단,22.7.1.
9급,전차,포천,1기갑여단,22.7.1.
9급,전차,포천,1기갑여단,22.7.1.
9급,전차,양평,11사단,22.7.1.
9급,전차,양평,11사단,22.7.1.
9급,전차,양평,11사단,22.7.1.
9급,전차,파주,2기갑여단,22.7.1.
9급,전차,창원,종합정비창,22.7.1.
9급,전차,세종,종합보급창,22.7.1.
9급,전차,포천,5군수지원여단(포천),22.7.1.
9급,전차,창원,종합정비창,22.7.1.
9급,차량,세종,방공학교,22.7.1.
9급,차량,인제,3군수지원여단,22.7.1.
9급,탄약,홍천,3군수지원여단(홍천),22.7.1.
9급,통신,대전,종합군수학교,22.7.1.
9급,통신,고양,1포병여단,22.7.1.
9급,통신,인제,3군수지원여단,22.7.1.
9급,행정,계룡,인사사령부,22.7.1.
9급,행정,고양,1군단,22.7.1.
9급,행정,포천,5군수지원여단(포천),22.7.1.
9급,행정,고양,1군단,22.7.1.
9급,행정,의정부,5군수지원여단,22.7.1.
9급,행정,고양,1군단,22.7.1.
9급,행정,이천,3공수여단,22.7.1.
9급,행정,포천,5군수지원여단(포천),22.7.1.
9급,행정,서울,수도방위사령부,22.7.1.
9급,행정,하남,항공사령부(하남),22.7.1.
9급,행정,춘천,2군단,22.7.1.
9급,행정,경기 광주,특수전학교,22.7.1.
9급,행정,인제,과학화전투훈련단,22.7.1.
9급,행정,이천,7군단,22.7.1.
9급,행정,홍천,3군수지원여단(홍천),22.7.1.
9급,행정,계룡,인사사령부,22.7.1.
9급,행정,청주,학생군사학교(청주),22.7.1.
9급,행정,춘천,2군단,22.7.1.
9급,행정,세종,종합보급창,22.7.1.
9급,행정,영월,미사일사(영월),22.7.1.
9급,행정,여주,7군단(여주),22.7.1.
9급,행정,포천,5군수지원여단(포천),22.7.1.
9급,행정,포천,5군단,22.7.1.
9급,행정,홍천,종합군수학교(홍천),22.7.1.
9급,행정,춘천,2군단,22.7.1.
9급,행정,장성,기계화학교,22.7.1.
9급,행정,세종,종합보급창,22.7.1.
9급,행정,양주,1군단(양주),22.7.1.
9급,행정,괴산,학생군사학교,22.7.1.
9급,행정,인제,3군단,22.7.1.
9급,행정,장성,보병학교,22.7.1.
9급,행정,세종,32사단,22.7.1.
9급,행정,인제,3군단,22.7.1.
9급,행정,인제,3군단,22.7.1.
9급,행정,장성,포병학교,22.7.1.
9급,행정,대전,종합군수학교,22.7.1.
9급,행정,인제,3군단,22.7.1.
9급,행정,영천,3사관학교,22.7.1.
9급,행정,익산,7공수여단,22.7.1.
9급,행정,대구,2작전사령부,22.7.1.
9급,행정,영천,3사관학교,22.7.1.
9급,행정,대구,5군수지원사령부,22.7.1.
9급,행정,영동,종합행정학교,22.7.1.
9급,행정,인제,3군단,22.7.1.
9급,행정,인제,3군단,22.7.1.
9급,행정,대전,정보통신학교,22.7.1.
9급,행정,연천,5사단,22.7.1.
9급,행정,익산,부사관학교,22.7.1.
9급,행정,계룡,공보정훈실,22.7.1.
9급,행정,장성,공병학교,22.7.1.
9급,행정,인제,3군단,22.7.1.
9급,군사정보,포천,5군단,22.9.1.
9급,군사정보,부산,종합보급창(부산),22.9.1.
9급,군수,원주,1군수지원사령부,22.9.1.
9급,군수,포천,5군단,22.9.1.
9급,군수,인제,3군수지원여단,22.9.1.
9급,군수,인제,3군수지원여단,22.9.1.
9급,군수,인제,3군수지원여단,22.9.1.
9급,방사선 ,괴산,학생군사학교,22.9.1.
9급,수사,계룡,육군수사단,22.9.1.
9급,수사,파주,1사단,22.9.1.
9급,유도무기 ,인천,수도군단(인천),22.9.1.
9급,유도무기 ,인제,3군단,22.9.1.
9급,의무기록,계룡,육본 의무실,22.9.1.
9급,전자,인제,3군수지원여단,22.9.1.
9급,차량,인제,3군수지원여단,22.9.1.
9급,차량,인제,3군수지원여단,22.9.1.
9급,행정,대전,탄약지원사령부,22.9.1.
9급,행정,인제,3군단,22.9.1.
9급,행정,익산,부사관학교,22.9.1.
9급,행정,경주,학생군사학교(경주),22.9.1.
9급,행정,논산,교육사령부(논산),22.9.1.
9급,건축,포천,6사단,2022.12.12
9급,건축,강원 고성,22사단,2022.12.12
9급,건축,파주,1사단,2022.12.12
9급,건축,서울,수도방위사령부,2022.12.12
9급,건축,양주,25사단,2022.12.12
9급,건축,논산,항공학교,2022.12.12
9급,건축,이천,종합정비창(이천),2022.12.12
9급,건축,고양,9사단,2022.12.12
9급,건축,연천,5사단,2022.12.12
9급,건축,화천,2군단(화천),2022.12.12
9급,건축,장성,교육사(장성),2022.12.12
9급,건축,인제,12사단,2022.12.12
9급,건축,원주,1군지사,2022.12.12
9급,건축,양주,8기동사단,2022.12.12
9급,건축,가평,수기사단,2022.12.12
9급,건축,대구,2작전사,2022.12.12
9급,건축,화천,2군단(화천),2022.12.12
9급,건축,장성,교육사(장성),2022.12.12
9급,건축,창원,종합정비창,2022.12.12
9급,건축,가평,수기사단,2022.12.12
9급,건축,장성,교육사(장성),2022.12.12
9급,건축,홍천,11기동사단,2022.12.12
9급,군사정보,안양,수도군단,2022.12.12
9급,군사정보,서울,수도방위사령부,2022.12.12
9급,군사정보,창원,종합정비창,2022.12.12
9급,군사정보,양주,72사단,2022.12.12
9급,군사정보,세종,32사단,2022.12.12
9급,군사정보,양주,72사단,2022.12.12
9급,군사정보,양주,8기동사단,2022.12.12
9급,군사정보,화천,2군단(화천),2022.12.12
9급,군사정보,화천,2군단(화천),2022.12.12
9급,군사정보,양평,1군지사(양평),2022.12.12
9급,군사정보,화천,2군단(화천),2022.12.12
9급,군사정보,화천,2군단(화천),2022.12.12
9급,군사정보,이천,종합정비창(이천),2022.12.12
9급,군사정보,강릉,1군지사(강릉),2022.12.12
9급,군사정보,화천,2군단(화천),2022.12.12
9급,군사정보,화천,2군단(화천),2022.12.12
9급,군사정보,포천,5군단,2022.12.12
9급,군사정보,남양주,동원전력사(남양주),2022.12.12
9급,군사정보,남양주,동원전력사(남양주),2022.12.12
9급,군사정보,강원 고성,22사단,2022.12.12
9급,군사정보,원주,36사단,2022.12.12
9급,군사정보,인제,3군단,2022.12.12
9급,군사정보,춘천,2군수지원여단,2022.12.12
9급,군사정보,이천,특전사,2022.12.12
9급,군사정보,증평,37사단,2022.12.12
9급,군사정보,남양주,동원전력사(남양주),2022.12.12
9급,군사정보,이천,7군단,2022.12.12
9급,군사정보,인제,3군단,2022.12.12
9급,군사정보,세종,32사단,2022.12.12
9급,군사정보,증평,37사단,2022.12.12
9급,군사정보,인제,3군단,2022.12.12
9급,군사정보,대전,탄약사,2022.12.12
9급,군사정보,양주,72사단,2022.12.12
9급,군사정보,함안,39사단,2022.12.12
9급,군사정보,남양주,동원전력사(남양주),2022.12.12
9급,군사정보,함안,39사단,2022.12.12
9급,군사정보,부산,53사단,2022.12.12
9급,군사정보,부산,53사단,2022.12.12
9급,군사정보,부산,53사단,2022.12.12
9급,군사정보,남양주,동원전력사(남양주),2022.12.12
9급,군사정보,화천,2군단(화천),2022.12.12
9급,군사정보,함안,39사단,2022.12.12
9급,군사정보,부산,53사단,2022.12.12
9급,군사정보,철원,3사단,2022.12.12
9급,군수,과천,수도방위사령부(과천),2022.12.12
9급,군수,인천,1군지사(인천),2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,양주,1군지사(양주),2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,함안,39사단,2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,안양,동원전력사(안양),2022.12.12
9급,군수,안양,동원전력사(안양),2022.12.12
9급,군수,안양,동원전력사(안양),2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,고양,60사단,2022.12.12
9급,군수,하남,항공정비여단(하남),2022.12.12
9급,군수,파주,1포병여단(파주),2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,포천,5군수지원여단,2022.12.12
9급,군수,고양,60사단,2022.12.12
9급,군수,화천,2군단(화천),2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,음성,특전사(음성),2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,고양,56사단,2022.12.12
9급,군수,양평,1군지사(양평),2022.12.12
9급,군수,하남,항공정비여단(하남),2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,철원,3사단,2022.12.12
9급,군수,용인,항공정비여단(용인),2022.12.12
9급,군수,시흥,1군지사(시흥),2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,시흥,1군지사(시흥),2022.12.12
9급,군수,완주,동원전력사(완주),2022.12.12
9급,군수,홍천,11기동사단,2022.12.12
9급,군수,양평,1군지사(양평),2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,화성,동원전력사(화성),2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,화성,동원전력사(화성),2022.12.12
9급,군수,고양,1공병여단,2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,시흥,1군지사(시흥),2022.12.12
9급,군수,양주,72사단,2022.12.12
9급,군수,화성,동원전력사(화성),2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,양주,72사단,2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,인천,종합보급창(인천),2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,양주,1군지사(양주),2022.12.12
9급,군수,양주,72사단,2022.12.12
9급,군수,안양,동원전력사(안양),2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,이천,7군단,2022.12.12
9급,군수,원주,1군지사,2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,장성,5군지사(장성),2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,원주,1군지사,2022.12.12
9급,군수,대구,2작전사,2022.12.12
9급,군수,양평,1군지사(양평),2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,양평,1군지사(양평),2022.12.12
9급,군수,원주,항공정비여단(원주),2022.12.12
9급,군수,증평,37사단,2022.12.12
9급,군수,대전,군수사,2022.12.12
9급,군수,이천,7군단,2022.12.12
9급,군수,대전,군수사,2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,이천,7군단,2022.12.12
9급,군수,부산,종합보급창(부산),2022.12.12
9급,군수,논산,항공정비여단(논산),2022.12.12
9급,군수,세종,종합보급창,2022.12.12
9급,군수,세종,종합보급창,2022.12.12
9급,군수,전남 광주,동원전력사(전남 광주),2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,계룡,육군본부 제2경비단,2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,증평,37사단,2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,양평,1군지사(양평),2022.12.12
9급,군수,증평,37사단,2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,화성,동원전력사(화성),2022.12.12
9급,군수,세종,종합보급창,2022.12.12
9급,군수,증평,동원전력사(증평),2022.12.12
9급,군수,장성,교육사(장성),2022.12.12
9급,군수,장성,5군지사(장성),2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,장성,5군지사(장성),2022.12.12
9급,군수,전남 광주,31사단,2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,장성,교육사(장성),2022.12.12
9급,군수,임실,35사단,2022.12.12
9급,군수,가평,66사단,2022.12.12
9급,군수,논산,항공정비여단(논산),2022.12.12
9급,군수,완주,동원전력사(완주),2022.12.12
9급,군수,대구,2작전사,2022.12.12
9급,군수,대구,2작전사,2022.12.12
9급,군수,전남 광주,동원전력사(전남 광주),2022.12.12
9급,군수,세종,종합보급창,2022.12.12
9급,군수,대구,2작전사,2022.12.12
9급,군수,이천,7군단,2022.12.12
9급,군수,안동,동원전력사(안동),2022.12.12
9급,군수,증평,37사단,2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,세종,동원전력사(세종),2022.12.12
9급,군수,장성,5군지사(장성),2022.12.12
9급,군수,대구,2작전사,2022.12.12
9급,군수,임실,35사단,2022.12.12
9급,군수,이천,7군단,2022.12.12
9급,군수,증평,동원전력사(증평),2022.12.12
9급,군수,안동,동원전력사(안동),2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,군수,증평,37사단,2022.12.12
9급,군수,부산,동원전력사(부산),2022.12.12
9급,군수,부산,53사단,2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,영천,종합보급창(영천),2022.12.12
9급,군수,부산,종합보급창(부산),2022.12.12
9급,군수,양평,1군지사(양평),2022.12.12
9급,군수,부산,동원전력사(부산),2022.12.12
9급,군수,가평,수기사단,2022.12.12
9급,군수,세종,32사단,2022.12.12
9급,군수,춘천,2군단,2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,부산,53사단,2022.12.12
9급,군수,부산,종합보급창(부산),2022.12.12
9급,군수,부산,53사단,2022.12.12
9급,군수,양평,1군지사(양평),2022.12.12
9급,군수,부산,53사단,2022.12.12
9급,군수,부산,53사단,2022.12.12
9급,군수,인제,3군단,2022.12.12
9급,군수,함안,39사단,2022.12.12
9급,군수,화천,2군단(화천),2022.12.12
9급,군수,세종,종합보급창,2022.12.12
9급,군수,포천,5군수지원여단,2022.12.12
9급,군수,화성,동원전력사(화성),2022.12.12
9급,군수,전남 광주,31사단,2022.12.12
9급,군수,함안,39사단,2022.12.12
9급,군수,임실,35사단,2022.12.12
9급,군수,함안,39사단,2022.12.12
9급,군수,증평,37사단,2022.12.12
9급,군수,함안,39사단,2022.12.12
9급,군수,강릉,1군지사(강릉),2022.12.12
9급,군수,가평,66사단,2022.12.12
9급,군수,세종,종합보급창,2022.12.12
9급,군수,세종,동원전력사(세종),2022.12.12
9급,군수,남양주,동원전력사(남양주),2022.12.12
9급,기체,이천,항공사령부,2022.12.12
9급,기체,파주,1군단(파주),2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,하남,항공사령부(하남),2022.12.12
9급,기체,하남,항공사령부(하남),2022.12.12
9급,기체,하남,항공사령부(하남),2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,논산,항공정비여단(논산),2022.12.12
9급,기체,원주,항공정비여단(원주),2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,이천,항공사령부,2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,하남,항공사령부(하남),2022.12.12
9급,기체,포천,5군단,2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,논산,항공정비여단(논산),2022.12.12
9급,기체,용인,7군단(용인),2022.12.12
9급,기체,논산,항공정비여단(논산),2022.12.12
9급,기체,논산,항공정비여단(논산),2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,원주,항공정비여단(원주),2022.12.12
9급,기체,원주,항공정비여단(원주),2022.12.12
9급,기체,원주,항공정비여단(원주),2022.12.12
9급,기체,원주,항공정비여단(원주),2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,하남,항공사령부(하남),2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,이천,항공사령부,2022.12.12
9급,기체,원주,항공정비여단(원주),2022.12.12
9급,기체,이천,항공사령부,2022.12.12
9급,기체,음성,특전사(음성),2022.12.12
9급,기체,이천,항공사령부,2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,춘천,2군단,2022.12.12
9급,기체,논산,항공정비여단(논산),2022.12.12
9급,기체,세종,2항공여단(세종),2022.12.12
9급,기체,장성,5군지사(장성),2022.12.12
9급,기체,하남,항공사령부(하남),2022.12.12
9급,기체,논산,항공정비여단(논산),2022.12.12
9급,기체,이천,항공사령부,2022.12.12
9급,기체,용인,7군단(용인),2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,기체,원주,항공정비여단(원주),2022.12.12
9급,기체,세종,2항공여단(세종),2022.12.12
9급,기체,하남,항공사령부(하남),2022.12.12
9급,기체,용인,항공사령부(용인),2022.12.12
9급,물리분석,용인,항공정비여단(용인),2022.12.12
9급,방사선,가평,수기사단,2022.12.12
9급,방사선,세종,32사단,2022.12.12
9급,방사선,홍천,11기동사단,2022.12.12
9급,방사선,홍천,11기동사단,2022.12.12
9급,방사선,세종,32사단,2022.12.12
9급,방사선,증평,37사단,2022.12.12
9급,방사선,부산,53사단,2022.12.12
9급,방사선,가평,수기사단,2022.12.12
9급,방사선,부산,53사단,2022.12.12
9급,방사선,대구,50사단,2022.12.12
9급,방사선,임실,35사단,2022.12.12
9급,사서,영천,육군3사관학교,2022.12.12
9급,사이버,세종,32사단,2022.12.12
9급,사이버,계룡,사이버작전센터,2022.12.12
9급,사이버,서울,수도방위사령부,2022.12.12
9급,사이버,고양,56사단,2022.12.12
9급,사이버,계룡,사이버작전센터,2022.12.12
9급,사이버,포천,5군단,2022.12.12
9급,사이버,고양,1군단,2022.12.12
9급,사이버,계룡,사이버작전센터,2022.12.12
9급,사이버,이천,특전사,2022.12.12
9급,사이버,증평,37사단,2022.12.12
9급,사이버,광명,52사단,2022.12.12
9급,사이버,홍천,11기동사단,2022.12.12
9급,사이버,계룡,사이버작전센터,2022.12.12
9급,사이버,부산,53사단,2022.12.12
9급,사이버,철원,3사단,2022.12.12
9급,사이버,계룡,사이버작전센터,2022.12.12
9급,사이버,대전,탄약사,2022.12.12
9급,사이버,장성,상무대근무지원단,2022.12.12
9급,사이버,계룡,사이버작전센터,2022.12.12
9급,사이버,대구,2작전사,2022.12.12
9급,사이버,대구,2작전사,2022.12.12
9급,사이버,함안,39사단,2022.12.12
9급,수사,가평,수기사단,2022.12.12
9급,수사,대구,2작전사,2022.12.12
9급,수사,임실,35사단,2022.12.12
9급,시설,경기 광주,특수전학교,2022.12.12
9급,시설,고양,60사단,2022.12.12
9급,시설,고양,1군단,2022.12.12
9급,시설,포천,5군단,2022.12.12
9급,시설,시흥,수도포병여단,2022.12.12
9급,시설,남양주,1군지사(남양주),2022.12.12
9급,시설,시흥,1군지사(시흥),2022.12.12
